id,Geography,oneBedMedianRent,twoBedMedianRent
40023,"Choctaw County, Oklahoma",349,555
40025,"Cimarron County, Oklahoma",488,395
40027,"Cleveland County, Oklahoma",643,801
40029,"Coal County, Oklahoma",271,576
40031,"Comanche County, Oklahoma",539,711
40033,"Cotton County, Oklahoma",231,565
40035,"Craig County, Oklahoma",472,619
40037,"Creek County, Oklahoma",468,666
40039,"Custer County, Oklahoma",533,625
40041,"Delaware County, Oklahoma",443,650
40043,"Dewey County, Oklahoma",341,630
40045,"Ellis County, Oklahoma",475,686
40047,"Garfield County, Oklahoma",548,703
40049,"Garvin County, Oklahoma",372,552
40051,"Grady County, Oklahoma",452,618
40053,"Grant County, Oklahoma",469,677
40055,"Greer County, Oklahoma",385,544
40057,"Harmon County, Oklahoma",-,468
40059,"Harper County, Oklahoma",-,481
40061,"Haskell County, Oklahoma",400,529
40063,"Hughes County, Oklahoma",407,484
40065,"Jackson County, Oklahoma",468,652
40067,"Jefferson County, Oklahoma",298,482
40069,"Johnston County, Oklahoma",246,573
40071,"Kay County, Oklahoma",440,625
40073,"Kingfisher County, Oklahoma",625,651
40075,"Kiowa County, Oklahoma",322,578
40077,"Latimer County, Oklahoma",398,514
40079,"Le Flore County, Oklahoma",419,548
40081,"Lincoln County, Oklahoma",422,575
40083,"Logan County, Oklahoma",388,654
40085,"Love County, Oklahoma",497,688
40087,"McClain County, Oklahoma",504,658
40089,"McCurtain County, Oklahoma",392,525
40091,"McIntosh County, Oklahoma",514,560
40093,"Major County, Oklahoma",-,594
40095,"Marshall County, Oklahoma",411,626
40097,"Mayes County, Oklahoma",415,627
40099,"Murray County, Oklahoma",512,598
40101,"Muskogee County, Oklahoma",471,638
40103,"Noble County, Oklahoma",525,544
40105,"Nowata County, Oklahoma",361,696
40107,"Okfuskee County, Oklahoma",391,514
40109,"Oklahoma County, Oklahoma",629,789
40111,"Okmulgee County, Oklahoma",425,567
40113,"Osage County, Oklahoma",424,641
40115,"Ottawa County, Oklahoma",413,671
40117,"Pawnee County, Oklahoma",477,601
40119,"Payne County, Oklahoma",600,735
40121,"Pittsburg County, Oklahoma",337,676
40123,"Pontotoc County, Oklahoma",466,637
40125,"Pottawatomie County, Oklahoma",484,652
40127,"Pushmataha County, Oklahoma",314,483
40129,"Roger Mills County, Oklahoma",338,475
40131,"Rogers County, Oklahoma",539,756
40133,"Seminole County, Oklahoma",383,546
40135,"Sequoyah County, Oklahoma",432,565
40137,"Stephens County, Oklahoma",470,631
40139,"Texas County, Oklahoma",561,667
40141,"Tillman County, Oklahoma",469,543
40143,"Tulsa County, Oklahoma",619,812
40145,"Wagoner County, Oklahoma",588,717
40147,"Washington County, Oklahoma",574,638
40149,"Washita County, Oklahoma",544,600
40151,"Woods County, Oklahoma",613,649
40153,"Woodward County, Oklahoma",615,672
41001,"Baker County, Oregon",481,639
41003,"Benton County, Oregon",749,869
41005,"Clackamas County, Oregon",885,1024
41007,"Clatsop County, Oregon",657,829
41009,"Columbia County, Oregon",583,756
41011,"Coos County, Oregon",563,720
41013,"Crook County, Oregon",517,742
41015,"Curry County, Oregon",662,798
41017,"Deschutes County, Oregon",724,883
41019,"Douglas County, Oregon",492,702
41021,"Gilliam County, Oregon",1208,792
41023,"Grant County, Oregon",518,606
41025,"Harney County, Oregon",483,553
41027,"Hood River County, Oregon",626,888
41029,"Jackson County, Oregon",653,851
41031,"Jefferson County, Oregon",677,632
41033,"Josephine County, Oregon",583,769
41035,"Klamath County, Oregon",525,704
41037,"Lake County, Oregon",472,575
41039,"Lane County, Oregon",646,859
41041,"Lincoln County, Oregon",619,827
41043,"Linn County, Oregon",611,817
41045,"Malheur County, Oregon",449,645
41047,"Marion County, Oregon",597,792
41049,"Morrow County, Oregon",423,714
41051,"Multnomah County, Oregon",872,1015
41053,"Polk County, Oregon",584,752
41055,"Sherman County, Oregon",542,755
41057,"Tillamook County, Oregon",557,766
41059,"Umatilla County, Oregon",528,676
41061,"Union County, Oregon",491,682
41063,"Wallowa County, Oregon",539,625
41065,"Wasco County, Oregon",601,741
41067,"Washington County, Oregon",917,1072
41069,"Wheeler County, Oregon",-,539
41071,"Yamhill County, Oregon",638,806
42001,"Adams County, Pennsylvania",682,837
42003,"Allegheny County, Pennsylvania",675,844
42005,"Armstrong County, Pennsylvania",469,643
42007,"Beaver County, Pennsylvania",506,692
42009,"Bedford County, Pennsylvania",514,622
42011,"Berks County, Pennsylvania",671,891
42013,"Blair County, Pennsylvania",514,704
42015,"Bradford County, Pennsylvania",461,679
42017,"Bucks County, Pennsylvania",973,1199
42019,"Butler County, Pennsylvania",614,778
42021,"Cambria County, Pennsylvania",444,601
42023,"Cameron County, Pennsylvania",373,639
42025,"Carbon County, Pennsylvania",562,802
42027,"Centre County, Pennsylvania",810,934
42029,"Chester County, Pennsylvania",1019,1245
42031,"Clarion County, Pennsylvania",507,612
42033,"Clearfield County, Pennsylvania",471,630
42035,"Clinton County, Pennsylvania",431,695
42037,"Columbia County, Pennsylvania",554,725
42039,"Crawford County, Pennsylvania",498,639
42041,"Cumberland County, Pennsylvania",712,919
42043,"Dauphin County, Pennsylvania",727,900
42045,"Delaware County, Pennsylvania",850,1055
42047,"Elk County, Pennsylvania",420,548
42049,"Erie County, Pennsylvania",544,730
42051,"Fayette County, Pennsylvania",428,621
42053,"Forest County, Pennsylvania",292,633
42055,"Franklin County, Pennsylvania",578,822
42057,"Fulton County, Pennsylvania",560,581
42059,"Greene County, Pennsylvania",451,639
42061,"Huntingdon County, Pennsylvania",412,578
42063,"Indiana County, Pennsylvania",565,716
42065,"Jefferson County, Pennsylvania",396,595
42067,"Juniata County, Pennsylvania",447,610
42069,"Lackawanna County, Pennsylvania",591,728
42071,"Lancaster County, Pennsylvania",744,947
42073,"Lawrence County, Pennsylvania",491,680
42075,"Lebanon County, Pennsylvania",605,808
42077,"Lehigh County, Pennsylvania",769,1008
42079,"Luzerne County, Pennsylvania",531,717
42081,"Lycoming County, Pennsylvania",580,752
42083,"McKean County, Pennsylvania",451,638
42085,"Mercer County, Pennsylvania",468,680
42087,"Mifflin County, Pennsylvania",493,624
42089,"Monroe County, Pennsylvania",769,978
42091,"Montgomery County, Pennsylvania",970,1228
42093,"Montour County, Pennsylvania",539,726
42095,"Northampton County, Pennsylvania",746,978
42097,"Northumberland County, Pennsylvania",436,660
42099,"Perry County, Pennsylvania",534,748
42101,"Philadelphia County, Pennsylvania",852,975
42103,"Pike County, Pennsylvania",760,971
42105,"Potter County, Pennsylvania",496,581
42107,"Schuylkill County, Pennsylvania",468,647
42109,"Snyder County, Pennsylvania",458,670
42111,"Somerset County, Pennsylvania",440,570
42113,"Sullivan County, Pennsylvania",375,579
42115,"Susquehanna County, Pennsylvania",502,683
42117,"Tioga County, Pennsylvania",517,699
42119,"Union County, Pennsylvania",548,735
42121,"Venango County, Pennsylvania",429,593
42123,"Warren County, Pennsylvania",473,592
42125,"Washington County, Pennsylvania",513,704
42127,"Wayne County, Pennsylvania",542,784
42129,"Westmoreland County, Pennsylvania",499,692
42131,"Wyoming County, Pennsylvania",583,732
42133,"York County, Pennsylvania",657,890
44001,"Bristol County, Rhode Island",741,1086
44003,"Kent County, Rhode Island",819,1139
44005,"Newport County, Rhode Island",869,1187
44007,"Providence County, Rhode Island",693,932
44009,"Washington County, Rhode Island",795,1097
45001,"Abbeville County, South Carolina",279,567
45003,"Aiken County, South Carolina",566,671
45005,"Allendale County, South Carolina",220,423
45007,"Anderson County, South Carolina",516,655
45009,"Bamberg County, South Carolina",410,596
45011,"Barnwell County, South Carolina",400,557
45013,"Beaufort County, South Carolina",857,973
45015,"Berkeley County, South Carolina",766,877
45017,"Calhoun County, South Carolina",425,543
45019,"Charleston County, South Carolina",871,995
45021,"Cherokee County, South Carolina",442,606
45023,"Chester County, South Carolina",362,548
45025,"Chesterfield County, South Carolina",335,524
45027,"Clarendon County, South Carolina",330,507
45029,"Colleton County, South Carolina",-,652
45031,"Darlington County, South Carolina",376,585
45033,"Dillon County, South Carolina",265,491
45035,"Dorchester County, South Carolina",769,917
45037,"Edgefield County, South Carolina",425,592
45039,"Fairfield County, South Carolina",473,665
45041,"Florence County, South Carolina",494,666
45043,"Georgetown County, South Carolina",393,725
45045,"Greenville County, South Carolina",681,767
45047,"Greenwood County, South Carolina",564,620
45049,"Hampton County, South Carolina",275,495
45051,"Horry County, South Carolina",684,817
45053,"Jasper County, South Carolina",809,806
45055,"Kershaw County, South Carolina",638,653
45057,"Lancaster County, South Carolina",428,671
45059,"Laurens County, South Carolina",437,654
45061,"Lee County, South Carolina",335,617
45063,"Lexington County, South Carolina",756,791
45065,"McCormick County, South Carolina",314,521
45067,"Marion County, South Carolina",262,486
45069,"Marlboro County, South Carolina",356,561
45071,"Newberry County, South Carolina",310,667
45073,"Oconee County, South Carolina",347,614
45075,"Orangeburg County, South Carolina",439,594
45077,"Pickens County, South Carolina",540,685
45079,"Richland County, South Carolina",737,859
45081,"Saluda County, South Carolina",521,576
45083,"Spartanburg County, South Carolina",580,685
45085,"Sumter County, South Carolina",411,657
45087,"Union County, South Carolina",381,569
45089,"Williamsburg County, South Carolina",246,588
45091,"York County, South Carolina",731,819
46003,"Aurora County, South Dakota",513,585
46005,"Beadle County, South Dakota",457,593
46007,"Bennett County, South Dakota",418,485
46009,"Bon Homme County, South Dakota",367,485
46011,"Brookings County, South Dakota",521,685
46013,"Brown County, South Dakota",480,652
46015,"Brule County, South Dakota",318,552
46017,"Buffalo County, South Dakota",222,425
46019,"Butte County, South Dakota",325,651
46021,"Campbell County, South Dakota",275,541
46023,"Charles Mix County, South Dakota",318,498
46025,"Clark County, South Dakota",312,677
46027,"Clay County, South Dakota",484,663
46029,"Codington County, South Dakota",445,649
46031,"Corson County, South Dakota",306,350
46033,"Custer County, South Dakota",435,814
46035,"Davison County, South Dakota",470,700
46037,"Day County, South Dakota",266,472
46039,"Deuel County, South Dakota",338,481
46041,"Dewey County, South Dakota",231,611
46043,"Douglas County, South Dakota",513,538
46045,"Edmunds County, South Dakota",281,614
46047,"Fall River County, South Dakota",554,622
46049,"Faulk County, South Dakota",-,603
46051,"Grant County, South Dakota",370,562
46053,"Gregory County, South Dakota",354,474
46055,"Haakon County, South Dakota",-,629
46057,"Hamlin County, South Dakota",453,579
46059,"Hand County, South Dakota",360,532
46061,"Hanson County, South Dakota",717,450
46063,"Harding County, South Dakota",-,638
46065,"Hughes County, South Dakota",487,640
46067,"Hutchinson County, South Dakota",400,602
46069,"Hyde County, South Dakota",458,627
46071,"Jackson County, South Dakota",247,396
46073,"Jerauld County, South Dakota",383,476
46075,"Jones County, South Dakota",329,575
46077,"Kingsbury County, South Dakota",310,508
46079,"Lake County, South Dakota",348,508
46081,"Lawrence County, South Dakota",476,630
46083,"Lincoln County, South Dakota",790,896
46085,"Lyman County, South Dakota",-,533
46087,"McCook County, South Dakota",446,552
46089,"McPherson County, South Dakota",417,538
46091,"Marshall County, South Dakota",375,566
46093,"Meade County, South Dakota",268,685
46095,"Mellette County, South Dakota",-,277
46097,"Miner County, South Dakota",318,496
46099,"Minnehaha County, South Dakota",597,753
46101,"Moody County, South Dakota",300,530
46102,"Oglala Lakota County, South Dakota",164,406
46103,"Pennington County, South Dakota",544,797
46105,"Perkins County, South Dakota",414,614
46107,"Potter County, South Dakota",485,655
46109,"Roberts County, South Dakota",347,571
46111,"Sanborn County, South Dakota",411,455
46115,"Spink County, South Dakota",392,618
46117,"Stanley County, South Dakota",492,730
46119,"Sully County, South Dakota",400,509
46121,"Todd County, South Dakota",295,470
46123,"Tripp County, South Dakota",337,543
46125,"Turner County, South Dakota",348,625
46127,"Union County, South Dakota",494,789
46129,"Walworth County, South Dakota",555,555
46135,"Yankton County, South Dakota",445,632
46137,"Ziebach County, South Dakota",258,356
47001,"Anderson County, Tennessee",519,688
47003,"Bedford County, Tennessee",472,655
47005,"Benton County, Tennessee",447,506
47007,"Bledsoe County, Tennessee",368,501
47009,"Blount County, Tennessee",520,699
47011,"Bradley County, Tennessee",487,713
47013,"Campbell County, Tennessee",263,547
47015,"Cannon County, Tennessee",330,591
47017,"Carroll County, Tennessee",521,544
47019,"Carter County, Tennessee",480,579
47021,"Cheatham County, Tennessee",757,850
47023,"Chester County, Tennessee",425,609
47025,"Claiborne County, Tennessee",411,540
47027,"Clay County, Tennessee",197,363
47029,"Cocke County, Tennessee",345,499
47031,"Coffee County, Tennessee",438,629
47033,"Crockett County, Tennessee",606,564
47035,"Cumberland County, Tennessee",405,598
47037,"Davidson County, Tennessee",760,913
47039,"Decatur County, Tennessee",566,551
47041,"DeKalb County, Tennessee",420,533
47043,"Dickson County, Tennessee",570,682
47045,"Dyer County, Tennessee",336,585
47047,"Fayette County, Tennessee",357,594
47049,"Fentress County, Tennessee",233,469
47051,"Franklin County, Tennessee",397,534
47053,"Gibson County, Tennessee",451,593
47055,"Giles County, Tennessee",523,540
47057,"Grainger County, Tennessee",443,583
47059,"Greene County, Tennessee",376,535
47061,"Grundy County, Tennessee",392,525
47063,"Hamblen County, Tennessee",411,638
47065,"Hamilton County, Tennessee",618,760
47067,"Hancock County, Tennessee",249,332
47069,"Hardeman County, Tennessee",348,543
47071,"Hardin County, Tennessee",463,580
47073,"Hawkins County, Tennessee",496,581
47075,"Haywood County, Tennessee",323,555
47077,"Henderson County, Tennessee",438,589
47079,"Henry County, Tennessee",416,581
47081,"Hickman County, Tennessee",602,658
47083,"Houston County, Tennessee",457,538
47085,"Humphreys County, Tennessee",650,580
47087,"Jackson County, Tennessee",208,463
47089,"Jefferson County, Tennessee",435,615
47091,"Johnson County, Tennessee",282,536
47093,"Knox County, Tennessee",657,816
47095,"Lake County, Tennessee",263,514
47097,"Lauderdale County, Tennessee",335,570
47099,"Lawrence County, Tennessee",387,604
47101,"Lewis County, Tennessee",379,483
47103,"Lincoln County, Tennessee",460,588
47105,"Loudon County, Tennessee",500,706
47107,"McMinn County, Tennessee",474,584
47109,"McNairy County, Tennessee",338,511
47111,"Macon County, Tennessee",400,527
47113,"Madison County, Tennessee",560,711
47115,"Marion County, Tennessee",398,609
47117,"Marshall County, Tennessee",326,643
47119,"Maury County, Tennessee",589,687
47121,"Meigs County, Tennessee",405,559
47123,"Monroe County, Tennessee",481,567
47125,"Montgomery County, Tennessee",651,791
47127,"Moore County, Tennessee",276,605
47129,"Morgan County, Tennessee",268,612
47131,"Obion County, Tennessee",417,554
47133,"Overton County, Tennessee",326,509
47135,"Perry County, Tennessee",392,523
47137,"Pickett County, Tennessee",246,456
47139,"Polk County, Tennessee",413,636
47141,"Putnam County, Tennessee",472,627
47143,"Rhea County, Tennessee",289,586
47145,"Roane County, Tennessee",358,673
47147,"Robertson County, Tennessee",563,776
47149,"Rutherford County, Tennessee",677,872
47151,"Scott County, Tennessee",296,494
47153,"Sequatchie County, Tennessee",441,527
47155,"Sevier County, Tennessee",582,680
47157,"Shelby County, Tennessee",703,827
47159,"Smith County, Tennessee",289,529
47161,"Stewart County, Tennessee",308,590
47163,"Sullivan County, Tennessee",445,625
47165,"Sumner County, Tennessee",716,868
47167,"Tipton County, Tennessee",559,661
47169,"Trousdale County, Tennessee",517,659
47171,"Unicoi County, Tennessee",464,566
47173,"Union County, Tennessee",-,541
47175,"Van Buren County, Tennessee",292,424
47177,"Warren County, Tennessee",295,589
47179,"Washington County, Tennessee",546,708
47181,"Wayne County, Tennessee",308,471
47183,"Weakley County, Tennessee",432,559
47185,"White County, Tennessee",555,587
47187,"Williamson County, Tennessee",1090,1153
47189,"Wilson County, Tennessee",726,861
48001,"Anderson County, Texas",590,699
48003,"Andrews County, Texas",715,933
48005,"Angelina County, Texas",602,721
48007,"Aransas County, Texas",721,749
48009,"Archer County, Texas",376,641
48011,"Armstrong County, Texas",-,688
48013,"Atascosa County, Texas",534,730
48015,"Austin County, Texas",636,866
48017,"Bailey County, Texas",812,523
48019,"Bandera County, Texas",648,888
48021,"Bastrop County, Texas",608,842
48023,"Baylor County, Texas",280,458
48025,"Bee County, Texas",438,788
48027,"Bell County, Texas",599,754
48029,"Bexar County, Texas",747,924
48031,"Blanco County, Texas",519,715
48033,"Borden County, Texas",-,-
48035,"Bosque County, Texas",365,649
48037,"Bowie County, Texas",552,736
48039,"Brazoria County, Texas",786,917
48041,"Brazos County, Texas",713,836
48043,"Brewster County, Texas",438,711
48045,"Briscoe County, Texas",-,542
48047,"Brooks County, Texas",-,561
48049,"Brown County, Texas",522,631
48051,"Burleson County, Texas",425,722
48053,"Burnet County, Texas",650,734
48055,"Caldwell County, Texas",568,711
48057,"Calhoun County, Texas",622,709
48059,"Callahan County, Texas",375,714
48061,"Cameron County, Texas",482,653
48063,"Camp County, Texas",582,612
48065,"Carson County, Texas",-,667
48067,"Cass County, Texas",351,545
48069,"Castro County, Texas",514,641
48071,"Chambers County, Texas",919,758
48073,"Cherokee County, Texas",393,624
48075,"Childress County, Texas",824,708
48077,"Clay County, Texas",473,592
48079,"Cochran County, Texas",228,454
48081,"Coke County, Texas",275,545
48083,"Coleman County, Texas",355,654
48085,"Collin County, Texas",958,1230
48087,"Collingsworth County, Texas",490,602
48089,"Colorado County, Texas",377,634
48091,"Comal County, Texas",841,979
48093,"Comanche County, Texas",425,469
48095,"Concho County, Texas",365,741
48097,"Cooke County, Texas",590,738
48099,"Coryell County, Texas",496,692
48101,"Cottle County, Texas",242,-
48103,"Crane County, Texas",-,600
48105,"Crockett County, Texas",480,539
48107,"Crosby County, Texas",284,607
48109,"Culberson County, Texas",325,550
48111,"Dallam County, Texas",716,713
48113,"Dallas County, Texas",793,959
48115,"Dawson County, Texas",556,513
48117,"Deaf Smith County, Texas",439,725
48119,"Delta County, Texas",336,542
48121,"Denton County, Texas",864,1087
48123,"DeWitt County, Texas",483,696
48125,"Dickens County, Texas",477,453
48127,"Dimmit County, Texas",454,833
48129,"Donley County, Texas",375,613
48131,"Duval County, Texas",222,515
48133,"Eastland County, Texas",389,564
48135,"Ector County, Texas",775,1030
48137,"Edwards County, Texas",-,-
48139,"Ellis County, Texas",749,855
48141,"El Paso County, Texas",602,737
48143,"Erath County, Texas",573,729
48145,"Falls County, Texas",439,557
48147,"Fannin County, Texas",459,671
48149,"Fayette County, Texas",567,726
48151,"Fisher County, Texas",-,466
48153,"Floyd County, Texas",623,661
48155,"Foard County, Texas",288,-
48157,"Fort Bend County, Texas",1008,1202
48159,"Franklin County, Texas",494,654
48161,"Freestone County, Texas",390,552
48163,"Frio County, Texas",-,600
48165,"Gaines County, Texas",-,580
48167,"Galveston County, Texas",777,935
48169,"Garza County, Texas",-,630
48171,"Gillespie County, Texas",638,868
48173,"Glasscock County, Texas",-,-
48175,"Goliad County, Texas",-,668
48177,"Gonzales County, Texas",309,657
48179,"Gray County, Texas",490,699
48181,"Grayson County, Texas",618,772
48183,"Gregg County, Texas",669,781
48185,"Grimes County, Texas",373,590
48187,"Guadalupe County, Texas",713,840
48189,"Hale County, Texas",484,593
48191,"Hall County, Texas",351,391
48193,"Hamilton County, Texas",475,619
48195,"Hansford County, Texas",539,703
48197,"Hardeman County, Texas",310,594
48199,"Hardin County, Texas",578,760
48201,"Harris County, Texas",784,946
48203,"Harrison County, Texas",563,721
48205,"Hartley County, Texas",632,688
48207,"Haskell County, Texas",-,430
48209,"Hays County, Texas",859,968
48211,"Hemphill County, Texas",527,835
48213,"Henderson County, Texas",530,704
48215,"Hidalgo County, Texas",500,677
48217,"Hill County, Texas",524,665
48219,"Hockley County, Texas",496,611
48221,"Hood County, Texas",761,831
48223,"Hopkins County, Texas",537,676
48225,"Houston County, Texas",527,608
48227,"Howard County, Texas",668,816
48229,"Hudspeth County, Texas",-,715
48231,"Hunt County, Texas",617,738
48233,"Hutchinson County, Texas",532,667
48235,"Irion County, Texas",-,775
48237,"Jack County, Texas",367,698
48239,"Jackson County, Texas",500,724
48241,"Jasper County, Texas",446,668
48243,"Jeff Davis County, Texas",-,913
48245,"Jefferson County, Texas",635,799
48247,"Jim Hogg County, Texas",188,560
48249,"Jim Wells County, Texas",354,750
48251,"Johnson County, Texas",633,824
48253,"Jones County, Texas",341,549
48255,"Karnes County, Texas",445,706
48257,"Kaufman County, Texas",576,791
48259,"Kendall County, Texas",917,1073
48261,"Kenedy County, Texas",-,472
48263,"Kent County, Texas",-,492
48265,"Kerr County, Texas",664,759
48267,"Kimble County, Texas",386,658
48269,"King County, Texas",-,868
48271,"Kinney County, Texas",269,735
48273,"Kleberg County, Texas",560,739
48275,"Knox County, Texas",319,497
48277,"Lamar County, Texas",490,655
48279,"Lamb County, Texas",234,616
48281,"Lampasas County, Texas",471,715
48283,"La Salle County, Texas",278,612
48285,"Lavaca County, Texas",475,663
48287,"Lee County, Texas",661,749
48289,"Leon County, Texas",421,575
48291,"Liberty County, Texas",619,734
48293,"Limestone County, Texas",540,673
48295,"Lipscomb County, Texas",-,632
48297,"Live Oak County, Texas",359,575
48299,"Llano County, Texas",575,720
48301,"Loving County, Texas",-,-
48303,"Lubbock County, Texas",668,798
48305,"Lynn County, Texas",1300,492
48307,"McCulloch County, Texas",321,706
48309,"McLennan County, Texas",593,782
48311,"McMullen County, Texas",-,-
48313,"Madison County, Texas",521,801
48315,"Marion County, Texas",348,488
48317,"Martin County, Texas",-,605
48319,"Mason County, Texas",369,802
48321,"Matagorda County, Texas",526,719
48323,"Maverick County, Texas",464,619
48325,"Medina County, Texas",458,691
48327,"Menard County, Texas",223,642
48329,"Midland County, Texas",960,1252
48331,"Milam County, Texas",379,583
48333,"Mills County, Texas",-,458
48335,"Mitchell County, Texas",374,618
48337,"Montague County, Texas",435,751
48339,"Montgomery County, Texas",920,1010
48341,"Moore County, Texas",528,704
48343,"Morris County, Texas",387,559
48345,"Motley County, Texas",-,507
48347,"Nacogdoches County, Texas",611,753
48349,"Navarro County, Texas",512,678
48351,"Newton County, Texas",573,536
48353,"Nolan County, Texas",359,599
48355,"Nueces County, Texas",744,943
48357,"Ochiltree County, Texas",811,664
48359,"Oldham County, Texas",675,839
48361,"Orange County, Texas",602,746
48363,"Palo Pinto County, Texas",532,693
48365,"Panola County, Texas",488,708
48367,"Parker County, Texas",584,830
48369,"Parmer County, Texas",530,596
48371,"Pecos County, Texas",571,771
48373,"Polk County, Texas",493,658
48375,"Potter County, Texas",575,734
48377,"Presidio County, Texas",267,407
48379,"Rains County, Texas",543,585
48381,"Randall County, Texas",631,865
48383,"Reagan County, Texas",509,853
48385,"Real County, Texas",681,767
48387,"Red River County, Texas",327,617
48389,"Reeves County, Texas",650,698
48391,"Refugio County, Texas",515,699
48393,"Roberts County, Texas",-,-
48395,"Robertson County, Texas",299,618
48397,"Rockwall County, Texas",1091,1095
48399,"Runnels County, Texas",424,599
48401,"Rusk County, Texas",500,671
48403,"Sabine County, Texas",459,545
48405,"San Augustine County, Texas",443,626
48407,"San Jacinto County, Texas",338,613
48409,"San Patricio County, Texas",608,762
48411,"San Saba County, Texas",360,604
48413,"Schleicher County, Texas",268,752
48415,"Scurry County, Texas",550,771
48417,"Shackelford County, Texas",625,570
48419,"Shelby County, Texas",381,569
48421,"Sherman County, Texas",516,494
48423,"Smith County, Texas",692,844
48425,"Somervell County, Texas",510,709
48427,"Starr County, Texas",380,549
48429,"Stephens County, Texas",436,565
48431,"Sterling County, Texas",-,900
48433,"Stonewall County, Texas",282,350
48435,"Sutton County, Texas",561,656
48437,"Swisher County, Texas",342,647
48439,"Tarrant County, Texas",764,944
48441,"Taylor County, Texas",615,808
48443,"Terrell County, Texas",-,713
48445,"Terry County, Texas",439,631
48447,"Throckmorton County, Texas",246,398
48449,"Titus County, Texas",467,621
48451,"Tom Green County, Texas",625,855
48453,"Travis County, Texas",956,1183
48455,"Trinity County, Texas",387,725
48457,"Tyler County, Texas",638,638
48459,"Upshur County, Texas",488,715
48461,"Upton County, Texas",518,530
48463,"Uvalde County, Texas",526,624
48465,"Val Verde County, Texas",460,634
48467,"Van Zandt County, Texas",500,696
48469,"Victoria County, Texas",693,840
48471,"Walker County, Texas",652,834
48473,"Waller County, Texas",622,743
48475,"Ward County, Texas",510,804
48477,"Washington County, Texas",725,789
48479,"Webb County, Texas",582,744
48481,"Wharton County, Texas",543,692
48483,"Wheeler County, Texas",510,586
48485,"Wichita County, Texas",578,729
48487,"Wilbarger County, Texas",508,592
48489,"Willacy County, Texas",480,566
48491,"Williamson County, Texas",913,1114
48493,"Wilson County, Texas",497,750
48495,"Winkler County, Texas",1077,587
48497,"Wise County, Texas",707,860
48499,"Wood County, Texas",513,703
48501,"Yoakum County, Texas",918,718
48503,"Young County, Texas",346,608
48505,"Zapata County, Texas",389,449
48507,"Zavala County, Texas",375,652
49001,"Beaver County, Utah",316,550
49003,"Box Elder County, Utah",407,628
49005,"Cache County, Utah",528,665
49007,"Carbon County, Utah",436,606
49009,"Daggett County, Utah",-,-
49011,"Davis County, Utah",731,861
49013,"Duchesne County, Utah",575,746
49015,"Emery County, Utah",391,547
49017,"Garfield County, Utah",100-,733
49019,"Grand County, Utah",-,763
49021,"Iron County, Utah",614,594
49023,"Juab County, Utah",651,638
49025,"Kane County, Utah",729,921
49027,"Millard County, Utah",361,545
49029,"Morgan County, Utah",-,804
49031,"Piute County, Utah",325,525
49033,"Rich County, Utah",-,608
49035,"Salt Lake County, Utah",768,940
49037,"San Juan County, Utah",567,603
49039,"Sanpete County, Utah",430,687
49041,"Sevier County, Utah",406,624
49043,"Summit County, Utah",878,1283
49045,"Tooele County, Utah",559,758
49047,"Uintah County, Utah",647,930
49049,"Utah County, Utah",697,791
49051,"Wasatch County, Utah",595,1038
49053,"Washington County, Utah",677,792
49055,"Wayne County, Utah",518,725
49057,"Weber County, Utah",568,751
50001,"Addison County, Vermont",755,951
50003,"Bennington County, Vermont",736,865
50005,"Caledonia County, Vermont",677,781
50007,"Chittenden County, Vermont",935,1213
50009,"Essex County, Vermont",488,666
50011,"Franklin County, Vermont",720,873
50013,"Grand Isle County, Vermont",755,947
50015,"Lamoille County, Vermont",683,903
50017,"Orange County, Vermont",638,863
50019,"Orleans County, Vermont",606,693
50021,"Rutland County, Vermont",660,869
50023,"Washington County, Vermont",705,981
50025,"Windham County, Vermont",750,933
50027,"Windsor County, Vermont",728,925
51001,"Accomack County, Virginia",511,682
51003,"Albemarle County, Virginia",1025,1119
51005,"Alleghany County, Virginia",409,647
51007,"Amelia County, Virginia",-,730
51009,"Amherst County, Virginia",541,656
51011,"Appomattox County, Virginia",376,664
51013,"Arlington County, Virginia",1731,2127
51015,"Augusta County, Virginia",508,748
51017,"Bath County, Virginia",484,-
51019,"Bedford County, Virginia",527,716
51021,"Bland County, Virginia",-,598
51023,"Botetourt County, Virginia",896,766
51025,"Brunswick County, Virginia",236,725
51027,"Buchanan County, Virginia",665,580
51029,"Buckingham County, Virginia",616,618
51031,"Campbell County, Virginia",583,685
51033,"Caroline County, Virginia",759,826
51035,"Carroll County, Virginia",494,529
51036,"Charles City County, Virginia",-,675
51037,"Charlotte County, Virginia",285,571
51041,"Chesterfield County, Virginia",924,1041
51043,"Clarke County, Virginia",628,1031
51045,"Craig County, Virginia",504,519
51047,"Culpeper County, Virginia",620,915
51049,"Cumberland County, Virginia",707,899
51051,"Dickenson County, Virginia",279,539
51053,"Dinwiddie County, Virginia",920,779
51057,"Essex County, Virginia",561,808
51059,"Fairfax County, Virginia",1476,1728
51061,"Fauquier County, Virginia",887,1060
51063,"Floyd County, Virginia",330,539
51065,"Fluvanna County, Virginia",956,1273
51067,"Franklin County, Virginia",384,664
51069,"Frederick County, Virginia",710,960
51071,"Giles County, Virginia",392,581
51073,"Gloucester County, Virginia",680,797
51075,"Goochland County, Virginia",825,842
51077,"Grayson County, Virginia",356,504
51079,"Greene County, Virginia",608,944
51081,"Greensville County, Virginia",-,629
